date,composite
2006-03-01,67.27122940013184
2006-04-01,65.66737903225807
2006-05-01,59.943809557522115
2006-06-01,61.09241645781119
2006-07-01,62.385288942143106
2006-08-01,58.36904364224138
2006-09-01,63.30265255416418
2006-10-01,65.91230899608865
2006-11-01,58.961473795625125
2006-12-01,54.90717424242424
2007-01-01,52.94962033182129
2007-02-01,47.3130193295816
2007-03-01,55.26978861788617
2007-04-01,57.079771110056924
2007-05-01,58.87078744525547
2007-06-01,56.067857142857136
2007-07-01,56.56513793689457
2007-08-01,53.310395089285706
2007-09-01,51.275492330529445
2007-10-01,43.72113651137595
2007-11-01,42.293798644103994
2007-12-01,44.102212752525254
2008-01-01,49.54214570910034
2008-02-01,49.22298507462686
2008-03-01,42.49216855631142
2008-04-01,49.44122813990462
2008-05-01,49.556492921177686
2008-06-01,45.318376811594206
2008-07-01,43.807953451808096
2008-08-01,31.064683270676696
2008-09-01,29.981049923515513
2008-10-01,32.23931406621547
2008-11-01,28.070842318971344
2008-12-01,21.443840811965813
2009-01-01,21.55606830661101
2009-02-01,21.089324172013193
2009-03-01,21.179611731485025
2009-04-01,26.050160472972962
2009-05-01,27.72930822460296
2009-06-01,32.635928395061725
2009-07-01,30.358085361394373
2009-08-01,29.289950256739417
2009-09-01,25.326184789067142
2009-10-01,28.39663589422625
2009-11-01,25.08002588371643
2009-12-01,21.388946886446888
2010-01-01,33.213756642671385
2010-02-01,32.35974422933731
2010-03-01,41.20612986869691
2010-04-01,42.999863372093024
2010-05-01,46.23543226941443
2010-06-01,41.540104299702
2010-07-01,37.422170201577565
2010-08-01,39.29338691796009
2010-09-01,36.77002568053416
2010-10-01,38.739196899959396
2010-11-01,46.64603151239421
2010-12-01,48.87681746031746
2011-01-01,54.251741475693876
2011-02-01,53.11588623141565
2011-03-01,54.0569298245614
2011-04-01,58.70778311425682
2011-05-01,56.358568036244336
2011-06-01,52.7622997775306
2011-07-01,63.579480977845684
2011-08-01,59.52478723404255
2011-09-01,54.43208501479688
2011-10-01,61.86669308101715
2011-11-01,55.76614057152885
2011-12-01,63.29228472222222
2012-01-01,66.5516269716314
2012-02-01,71.61206978588422
2012-03-01,69.59844178226146
2012-04-01,63.920065439219165
2012-05-01,58.62792207435862
2012-06-01,54.318044151189305
2012-07-01,47.126896380297204
2012-08-01,47.09657978723404
2012-09-01,46.26436902787649
2012-10-01,47.69549400729547
2012-11-01,47.378978412813034
2012-12-01,49.434963235294106
2013-01-01,56.422470365221784
2013-02-01,49.46475102592334
2013-03-01,49.69461389817911
2013-04-01,51.34744750784929
2013-05-01,51.959827678332886
2013-06-01,53.1643492063492
2013-07-01,54.4480265069423
2013-08-01,57.059343396226424
2013-09-01,64.67837747880316
2013-10-01,45.92063130378459
2013-11-01,53.80539282850269
2013-12-01,47.828582516339864
2014-01-01,51.556061481398224
2014-02-01,55.17254564888216
2014-03-01,61.00663490172721
2014-04-01,55.47790559440559
2014-05-01,59.16866515837104
2014-06-01,60.96638545688546
2014-07-01,66.46886723482031
2014-08-01,65.73654144204852
2014-09-01,65.26325289514867
2014-10-01,56.533673393433126
2014-11-01,52.504577604753614
2014-12-01,55.598530701754385
2015-01-01,51.835150524218705
2015-02-01,54.5385893498205
2015-03-01,57.952402004388304
2015-04-01,53.763973746081504
2015-05-01,52.88339706367856
2015-06-01,51.610362670362676
2015-07-01,52.16187014597844
2015-08-01,50.1462674031477
2015-09-01,48.40833558368495
2015-10-01,51.17581523759947
2015-11-01,53.865094925626224
2015-12-01,48.679655701754385
2016-01-01,49.35649590611354
2016-02-01,49.24171105072463
2016-03-01,53.57423674242423
2016-04-01,57.98482183908046
2016-05-01,54.930931509299
2016-06-01,55.22455235042735
2016-07-01,57.36632047872341
2016-08-01,58.993983050847454
2016-09-01,55.811720727848105
2016-10-01,54.82283403361345
2016-11-01,58.48680264993027
2016-12-01,61.10627083333333
2017-01-01,60.400187499999994
2017-02-01,62.009395833333336
2017-03-01,61.63685416666667
2017-04-01,59.88883333333333
2017-05-01,63.2881875
2017-06-01,58.2660625
2017-07-01,59.0445
2017-08-01,55.89464583333333
2017-09-01,63.019041666666666
2017-10-01,63.7223125
2017-11-01,63.377187500000005
2017-12-01,64.86639583333334
2018-01-01,62.6830625
2018-02-01,63.34489583333333
2018-03-01,62.213541666666664
2018-04-01,62.30229166666667
2018-05-01,67.25960416666666
2018-06-01,71.8970625
2018-07-01,70.50329166666667
2018-08-01,69.79072916666667
2018-09-01,62.38266666666667
2018-10-01,63.198729166666666
2018-11-01,57.11600000000001
2018-12-01,54.66072916666667
2019-01-01,56.3628125
2019-02-01,54.4036875
2019-03-01,58.4431875
2019-04-01,55.960687500000006
2019-05-01,56.823375
2019-06-01,52.48879166666667
2019-07-01,52.51195833333334
2019-08-01,51.440645833333335
2019-09-01,54.60316666666666
2019-10-01,55.15770833333333
2019-11-01,59.259145833333335
2019-12-01,54.914375
2020-01-01,55.248895833333336
2020-02-01,52.94377083333333
2020-03-01,24.247104166666674
2020-04-01,21.076958333333337
2020-05-01,30.880562499999996
2020-06-01,30.496395833333338
2020-07-01,30.714083333333335
2020-08-01,33.13168750000001
2020-09-01,30.971958333333333
2020-10-01,31.990812500000004
2020-11-01,36.79985416666666
2020-12-01,37.06733333333334
2021-01-01,46.70377083333332
2021-02-01,52.33727083333333
2021-03-01,54.773312499999996
2021-04-01,62.825604166666665
2021-05-01,63.78802083333334
2021-06-01,67.21733333333334
2021-07-01,69.2121875
2021-08-01,68.2791875
2021-09-01,67.17722916666668
2021-10-01,76.84904166666666
2021-11-01,79.3768125
2021-12-01,79.85229166666666
2022-01-01,76.7463125
2022-02-01,77.48675
2022-03-01,75.05595833333334
2022-04-01,72.35683333333333
2022-05-01,71.39910416666666
2022-06-01,66.24735416666667
2022-07-01,62.14489583333334
2022-08-01,60.462041666666664
2022-09-01,58.96635416666666
2022-10-01,57.330124999999995
2022-11-01,54.63164583333334
2022-12-01,53.757250000000006
2023-01-01,50.17391666666666
2023-02-01,46.892604166666665
2023-03-01,41.63666666666667
2023-04-01,46.99670833333334
2023-05-01,44.596125000000015
2023-06-01,41.021708333333336
2023-07-01,44.482625
2023-08-01,40.94889583333333
2023-09-01,43.826874999999994
2023-10-01,46.24014583333334
2023-11-01,47.500166666666665
2023-12-01,48.0473125
2024-01-01,46.920833333333334
2024-02-01,49.8636875
2024-03-01,48.397979166666666
2024-04-01,51.14191666666667
2024-05-01,45.85812500000001
2024-06-01,43.51193750000001
2024-07-01,40.35120833333333
2024-08-01,41.21783333333334
2024-09-01,43.27491666666667
2024-10-01,40.62227083333333
2024-11-01,45.154979166666664
2024-12-01,47.977583333333335
2025-01-01,57.197624999999995
2025-02-01,53.67504166666667
2025-03-01,54.15679166666666
2025-04-01,52.15270833333334
2025-05-01,56.0054375
2025-06-01,54.542375
2025-07-01,59.53025
2025-08-01,58.388625000000005
2025-09-01,57.134666666666675
2025-10-01,58.7230625
2025-11-01,58.23979166666667
2025-12-01,61.366625
2026-01-01,61.0345625
2026-02-01,61.31041666666666
2026-03-01,65.97725
2026-04-01,68.845375
2026-05-01,65.75983333333335
2026-06-01,53.10281615302869
